jugador,cfn_id,personaje,pais,mr
JeanVujanski,3492204569,Marisa,Brasil,1533
Evoll,2918937831,Juri,Brasil,1533
NaMe1eSs,3478093914,Rashid,Brasil,1533
MCD ♠ MeTaD!,1428698695,Ken,Brasil,1533
Nfms morozin,1482643866,Ken,Chile,1533
Gato Juanito,3178434567,JP,Chile,1532
Mysterioun,3990446531,JP,Brasil,1532
Jones,1920187265,Luke,Paraguay,1532
SilverShion,2447540123,Marisa,Chile,1532
NK-KomanDamage,3440650905,Marisa,Chile,1532
PHT_Bian,3388337392,Marisa,Brasil,1532
Kyuri,2615751424,Marisa,Brasil,1532
Ranma,1388326246,Juri,Uruguay,1532
Redead,3297453816,Dee Jay,Brasil,1532
ttv insecto,1637673172,Ken,Brasil,1532
Cassandra Cain,2021177252,Cammy,Brasil,1531
Hanzen,1608144067,Zangief,Brasil,1531
AR | Ronyman,1755097744,Jamie,Chile,1531
EviLCid,3327973053,E. Honda,Brasil,1531
vantheman25,1691961359,E. Honda,Argentina,1531
ryanp093,2914833815,E. Honda,Brasil,1531
ryanp093,2914833815,E. Honda,Brasil,1531
PDR l piggy,1708071396,Rashid,Brasil,1531
NeoJared,1814972076,Ken,Ecuador,1531
CapitanMDLuffy,2555043147,Cammy,Argentina,1530
Iwankofu,1142236298,JP,Brasil,1530
nkhaos_chris,2514261911,JP,Chile,1530
Predador,1652697113,Kimberly,Brasil,1530
vito,1699596008,Luke,Brasil,1530
Lagarto,1736656597,Dee Jay,Brasil,1530
Chamens,1769040967,Dee Jay,Colombia,1530
P_Santosan,1825586062,Ryu,Brasil,1530
Akashi,2726841151,Cammy,Brasil,1529
pipilectico,4074717466,Dhalsim,Argentina,1529
Barizon,3004450085,JP,Brasil,1529
Cirax28,2914192587,Jamie,Perú,1529
ORA ORA ORA,2798110751,E. Honda,Brasil,1529
JOSÉHENRIQUE,3464490065,Luke,Brasil,1529
RatoMasina,2888083744,Guile,Argentina,1529
ProfAndre,3706460121,Blanka,Brasil,1529
Sísifo,1732141007,Ken,Brasil,1529
100Nome,3866405221,Ryu,Brasil,1529
Ttv-PeoCTR,1815210990,Cammy,Brasil,1528
Leitinho,4098555944,Dhalsim,Brasil,1528
Supr3mus 2D,3853660792,Zangief,Brasil,1528
KlderonV2,3845561914,Luke,Chile,1528
3510,1850442305,Marisa,Brasil,1528
Javainas,2353032170,Rashid,Brasil,1528
Aristal,1392776695,A.K.I.,Brasil,1528
Hunter,3508961057,Cammy,Brasil,1527
-Dragon_Legend-,3710516941,JP,Brasil,1527
Petit Gatinho,1226812996,JP,Brasil,1527
Mate,1940219264,JP,Argentina,1527
DevolvedMonkey,2260732479,JP,Perú,1527
ReddragonSXX,3125854089,Manon,Brasil,1527
Juliano-Rocha,2283616493,Chun-Li,Brasil,1527
Garodam,3963318433,E. Honda,Chile,1527
Cald3ron,2272300993,Luke,Chile,1527
Lukejr,3830542519,Luke,Brasil,1527
edvash,3351730878,Juri,Chile,1527
Sviper,2530854771,Juri,Brasil,1527
calixsouza,2467642174,Blanka,Brasil,1527
ST_Alpha,3724274060,Lily,Brasil,1527
Madruga_DF,2955322204,Ken,Brasil,1527
RangerDanaTabes,2932356318,Cammy,Argentina,1526
SpeedKola,3282461519,Dhalsim,Colombia,1526
Nueveonce,1509024285,Dhalsim,Venezuela,1526
YagPoc,4261791471,JP,Brasil,1526
RaphaSonicGG,3723548763,JP,Brasil,1526
Kanisseur,3141552537,JP,Argentina,1526
Kennobi_B.L.S.S,3706215243,JP,Brasil,1526
HDG_BorisE,1274164141,Luke,Bolivia,1526
Yabutinha,3057558743,Guile,Brasil,1526
Daeyrat,3703699323,Marisa,Brasil,1526
nerf_jp,1753449182,Blanka,Brasil,1526
Surubadegalo,1849480007,Ken,Brasil,1526
MichelW,3100132872,Ryu,Brasil,1526
ZoRoZ,1009120536,JP,Brasil,1525
ForeverCarlone,3331254876,Zangief,Venezuela,1525
Tiago Champs,1831107835,Manon,Brasil,1525
Zé da Manga,2057736122,Manon,Brasil,1525
Gadfort,2521227672,Chun-Li,Brasil,1525
Robinho,3805966618,Kimberly,Brasil,1525
Yagosbk,2415213744,Luke,Brasil,1525
ElChuck,2750990357,Marisa,Chile,1525
And7gamer,1314828148,Marisa,Brasil,1525
gato nuclear,1463902038,Marisa,Chile,1525
Modi,4089723062,Blanka,Chile,1525
LF|GHOST-KILLER,1211421571,Rashid,Brasil,1525
Duas Meias,2198790781,Dee Jay,Brasil,1525
PeacefulHero,2693558024,Ken,Brasil,1525
Lokaum_Fighter,1535570171,Ken,Brasil,1525
DAMMM,1561744998,Cammy,Argentina,1524
Lord Tharty,1031246449,Zangief,Brasil,1524
MightyMask,2498397735,Chun-Li,Chile,1524
Heuri,2136484783,E. Honda,Brasil,1524
F L P,4063693229,Luke,Brasil,1524
Aligenígena,2670608280,Rashid,Brasil,1524
R3natinha,3025663369,Ryu,Brasil,1524
Kyll.,4142840135,Cammy,Brasil,1523
Finestfinesse,3506467974,JP,Guyana,1523
Paulo_Gouki,1301217222,JP,Brasil,1523
************,2817072854,Jamie,Brasil,1523
xSerch4daLightx,4004928362,Jamie,Ecuador,1523
josehand1,1658215019,Marisa,Brasil,1523
Chronaske,1378277015,Juri,Brasil,1523
Detoneichon,3835020746,Ken,Chile,1523
Llesor,1448332303,Zangief,Brasil,1522
Digo237,3516636240,Manon,Brasil,1522
vantheman25,1691961359,Aleatorio,Argentina,1522
Tygerlied ®,2509967085,Luke,Colombia,1522
PirataSomaliano,1309786425,Dee Jay,Brasil,1522
ChristianKZS,2772162115,Ken,Brasil,1522
Bon4font,3934446001,Ken,Brasil,1522
Lacreatura,2587884417,JP,Brasil,1521
Babodji Biah,1558109745,JP,Brasil,1521
nandinshow,2128450586,Manon,Brasil,1521
gfgfelix,4279629216,Chun-Li,Brasil,1521
nandinshow,2128450586,Chun-Li,Brasil,1521
CallMeYsma,1015777487,Chun-Li,Venezuela,1521
MakoG10,1220648491,Kimberly,Argentina,1521
BLK | Makzilla,2431783764,Luke,Chile,1521
OFamosoPeDPano,3672641658,Blanka,Brasil,1521
twitchSHALALAKA,1371161593,Rashid,Brasil,1521
nive,1336395113,A.K.I.,Brasil,1521
Sorrizo Ronaldo,1426882614,Ken,Brasil,1521
MirandaAM,1962199113,Dhalsim,Brasil,1520
HouseWD,4162576422,Manon,Colombia,1520
NFMS_KUROASHI,3920874556,Jamie,Chile,1520
|ren,2694933032,Luke,Brasil,1520
nakagawa_hanako,1742615365,Luke,Brasil,1520
EFS_Saken,1672325404,Marisa,Brasil,1520
Cr1cho,1720981624,Blanka,Chile,1520
Kovac,3276589159,A.K.I.,Brasil,1520
Eduardo0711,1529452465,Lily,Brasil,1520
Soratus,2897978877,Dee Jay,Brasil,1520
fominhadimsdale,2702403504,Ken,Brasil,1520
CapitanMDLuffy,2555043147,Ken,Argentina,1520
elkuruta,2856304291,Ryu,Chile,1520
Wds-PC,1327609209,Ryu,Brasil,1520
Jirex,4096010480,Dhalsim,Perú,1519
ar-fenix-sde,2435410832,JP,Argentina,1519
Lorena Braxton,2399753148,Manon,Brasil,1519
Koruru,1441865490,Jamie,Brasil,1519
Gadfort,2521227672,Luke,Brasil,1519
Rei.,2427653700,Luke,Brasil,1519
WiseZera,2472165545,Juri,Brasil,1519
Raichu,2389060750,Ken,Brasil,1519
Vagabundo,1008428092,Ken,Argentina,1519
EvilKenzap,2543941824,Ken,Brasil,1519
akiratakashi,2565548426,Ryu,Brasil,1519
HDG_AngelduCaos,1652623741,Ryu,Bolivia,1519
LENGALENGA,3042220406,Dhalsim,Brasil,1518
LaVieDure,2802647206,Zangief,Chile,1518
ViviFelix,3931518349,Manon,Brasil,1518
iRageQuit,3671801682,Luke,Brasil,1518
ÐΔΝΤΞ,1415355378,Marisa,Chile,1518
198512[TW],1860819560,Blanka,Brasil,1518
JaféSF6,3325299674,Blanka,Brasil,1518
Pitekos,2257651269,Rashid,Brasil,1518
BushidoX,1109828400,Rashid,Brasil,1518
Diggy,1228361228,Ken,Brasil,1518
Shin Fighter,2130379469,Ryu,Brasil,1518
BAYAGAMI,2863582141,JP,Ecuador,1517
RindokanKarate,2734135242,Chun-Li,Brasil,1517
nandinshow,2128450586,Jamie,Brasil,1517
Lukzban,1109062522,Jamie,Brasil,1517
Malagazs,1580773939,E. Honda,Brasil,1517
Kiki_,1090753117,Luke,Brasil,1517
LR l Lauta,3401771928,Marisa,Argentina,1517
NURMA DA TÔNICA,1769491404,Blanka,Brasil,1517
ajuruteua,1483728700,Ken,Brasil,1517
jhonnyfifi,2105901353,Ryu,Brasil,1517
ちび丸ちゃん,1881201907,Cammy,Brasil,1516
FGSLordMiseryBA,1906457072,JP,Brasil,1516
Loro_Cb7,3943059783,JP,Brasil,1516
Rebelc,1982486331,JP,Brasil,1516
Lukejr,3830542519,JP,Brasil,1516
ちび丸ちゃん,1881201907,Zangief,Brasil,1516
TheAxion,2243391973,Manon,Brasil,1516
\CLE/,1121953799,E. Honda,Brasil,1516
xSerch4daLightx,4004928362,Luke,Ecuador,1516
Saggas,2425107375,Guile,Brasil,1516
dergjoel,1925986767,Blanka,Brasil,1516
SrkaiohKBR,3654550285,Ken,Brasil,1516
dmk__fz,1956445527,Cammy,Argentina,1515
LastJenovaTTV,2684996597,Cammy,Colombia,1515
Uga_Fayer,3282385732,Dhalsim,Brasil,1515
JUNIOR_SOUZA,4283812332,Dhalsim,Brasil,1515
PaiMestre,1703325295,JP,Brasil,1515
MaddoLukas,2636415835,JP,Brasil,1515
Bobinoso,1232898494,JP,Brasil,1515
Radiance,3180502596,Zangief,Chile,1515
pelejatravada,3257692069,Chun-Li,Brasil,1515
Alec SG,3488523822,Kimberly,Ecuador,1515
[TIER]AlmaNegra,1209083998,Jamie,Brasil,1515
BaltaHS,2461462061,E. Honda,Brasil,1515
BlazeRicardinho,1651034066,Luke,Brasil,1515
Ttv/SamucaHG20,3662917479,Marisa,Brasil,1515
KiMLoKO,3178406568,Juri,Brasil,1515
Sicario,1987129787,Blanka,Brasil,1515
Beowulf,2683983439,Rashid,Brasil,1515
JURI GOSTOSA,2419453123,Dee Jay,Brasil,1515
Haddadaddy,3477494223,Ken,Brasil,1515
A.C.A.B,3072226142,Ken,Colombia,1515
Odd1nn,3990306533,Cammy,Brasil,1514
oneightytwo,1707819269,Cammy,Brasil,1514
Hermanne,1950689871,Zangief,Brasil,1514
Palaven,1214136393,Zangief,Brasil,1514
Kiragana,2137534963,Manon,Brasil,1514
Masaki,3341679892,Jamie,Brasil,1514
Xiba,3301078038,E. Honda,Brasil,1514
Matheusshi,4037137127,E. Honda,Brasil,1514
chocolatefgc,3158807509,Juri,Argentina,1514
MauricioAM,2895054811,Blanka,Brasil,1514
mestredosmagos,2934329570,Dee Jay,Brasil,1514
Floristov,3783799457,Dee Jay,Chile,1514
Aaaaii Chavenhu,1882717359,Ken,Brasil,1514
leamzi,3238444816,Ryu,Venezuela,1514
Hunter,3508961057,Ryu,Brasil,1514
FeFFoM,3755257046,Zangief,Brasil,1513
Matsuda,2430463396,Kimberly,Brasil,1513
wes-,2262826960,Luke,Brasil,1513
iPower,2510209218,Guile,Brasil,1513
WICHAR,2118114555,Marisa,Chile,1513
Eladio Parryon,2269417907,Dee Jay,Venezuela,1513
Cafira,2602588919,Ken,Brasil,1513
RashBoxGNT,1129033303,Cammy,Brasil,1512
Fortress_FGC,1777466424,Cammy,Venezuela,1512
FernandoLogan,1823306378,Dhalsim,Brasil,1512
yanldss,3130417365,JP,Brasil,1512
Marcelin,2350406570,JP,Brasil,1512
WESLAO1,1451893844,JP,Brasil,1512
Kelvin Zetsuei,2539641486,Manon,Brasil,1512
Wanderson,3947275792,Kimberly,Brasil,1512
Tinika,3526513803,Kimberly,Brasil,1512
GrandesLabios,1539481047,Kimberly,Brasil,1512
sumiiji,2366449610,Jamie,Brasil,1512
DarkZomb1e,2381603012,E. Honda,Brasil,1512
Kedo2dgod,1379208080,Luke,Brasil,1512
Lopes-Mesk,2230553771,Rashid,Brasil,1512
josehand1,1658215019,A.K.I.,Brasil,1512
GenyarikadoX,1217840637,A.K.I.,Argentina,1512
JeanVujanski,3492204569,Dee Jay,Brasil,1512
Jc_mrs,1348962652,Ryu,Brasil,1512
nive,1336395113,Cammy,Brasil,1511
Naja Salaheem,1401326075,JP,Paraguay,1511
pispuso,3786673940,JP,Argentina,1511
Sanada Jehuty,1316237906,Jamie,Brasil,1511
RODRYK,3291015874,Luke,Argentina,1511
LF | Smokii,1816632325,Luke,Brasil,1511
Liniker96,1356273290,Marisa,Brasil,1511
Duarte,3876055278,Marisa,Brasil,1511
Tasty_cookie,2993664265,Marisa,Brasil,1511
HDG_AngelduCaos,1652623741,Lily,Bolivia,1511
Julião,3038852802,Dee Jay,Brasil,1511
ReD.Dr@GoN,2292894796,Ken,Brasil,1511
Xéxi,2530459427,Ken,Brasil,1511
SDX Letram Chi,1555928249,Ken,Chile,1511
Lordkingleo,2008658984,Ken,Brasil,1511
rafAw,4116969936,Ken,Brasil,1511
YamchaFGC,3345353628,Ken,Brasil,1511
Spow,1338928166,Ken,Brasil,1511
Loops,3935006601,Ken,Brasil,1511
Fábio,2337560419,Ryu,Brasil,1511
John-Armstrong,3627407213,Cammy,Brasil,1510
Bene,3547620236,Dhalsim,Argentina,1510
TGR BrunoKof,3632033445,JP,Brasil,1510
Gordo Teton,2879080301,Zangief,Argentina,1510
saiyAJin_arcade,2838448390,Kimberly,Guyana,1510
ShadowGeist,1757443914,Guile,Chile,1510
FERNANDO,2007369370,Marisa,Brasil,1510
House,3102081595,Juri,Brasil,1510
Reiki,4188894406,Blanka,Brasil,1510
BOD_JJJROCKJJJ,1707630898,Ken,Chile,1510
feliperenan,1149463106,Ryu,Brasil,1510
Canys,2399129524,Ryu,Brasil,1510
Farelo,3016510101,Ryu,Brasil,1510
BOD_Stark,3693329645,Ryu,Chile,1510
twitch_xiaofgc,1887534257,Cammy,Brasil,1509
Papai Djalma,3324010676,Dhalsim,Brasil,1509
Yukio,3276992083,Dhalsim,Brasil,1509
Angeloc,4123262559,JP,Brasil,1509
SANSEI,3697648475,JP,Brasil,1509
ELEJB,3916865648,Zangief,Brasil,1509
Meowster Andsu,1071805470,Manon,Brasil,1509
Ripperino,3809652885,Kimberly,Chile,1509
calixsouza,2467642174,E. Honda,Brasil,1509
Marques,4187374551,Luke,Brasil,1509
Digo237,3516636240,Marisa,Brasil,1509
Lokirocker,1361416731,Juri,Chile,1509
Odracir,2743399039,Rashid,Perú,1509
BLK | PlaayLe0,1117544419,A.K.I.,Argentina,1509
nandinshow,2128450586,Dee Jay,Brasil,1509
ZydaniFGC,1363370579,Ken,Brasil,1509
PG/KE -Leokof02,2396433863,Ken,Brasil,1509
Skeet,2394694776,Ken,Chile,1509
Skygreen,2700003257,Ken,Chile,1509
MCD ♠ MeTaD!,1428698695,Ryu,Brasil,1509
The GunslingerX,2238882529,Ryu,Brasil,1509
ElevenRandom,4163488511,Cammy,Brasil,1508
BigC,2009445639,Cammy,Perú,1508
LaBelleDeJour,2409668659,Cammy,Brasil,1508
DDm@ster,1962980806,Dhalsim,Brasil,1508
Supersonic,1346966872,JP,Brasil,1508
Gatêra,3942819426,Zangief,Brasil,1508
Mazuru,3016485936,Zangief,Brasil,1508
HappyOli,1485483368,Manon,Brasil,1508
Godspeed,2338966608,Kimberly,Argentina,1508
LaVieDure,2802647206,Jamie,Chile,1508
Lukzban,1109062522,Jamie,Brasil,1508
RG|blackgaruda,2318443337,E. Honda,Perú,1508
killerzincf,3809477478,Luke,Brasil,1508
BobEsponja,2155324676,Luke,Brasil,1508
-Dek,1363395304,Luke,Brasil,1508
akron,3018735178,Luke,Bolivia,1508
ttv/diplastic0,2623957681,Juri,Brasil,1508
MilaniShow,3713638164,Blanka,Brasil,1508
XxETxXBR,2209110750,A.K.I.,Brasil,1508
Raidou,2297103911,Lily,Brasil,1508
Phenotype,2333681695,Ken,Brasil,1508
BP_Diego,2261158671,Ken,Brasil,1508
Egarovano,2970005688,Ryu,Paraguay,1508
Kedo2dgod,1379208080,Cammy,Brasil,1507
KyNg,3065886733,Cammy,Brasil,1507
JheryAce,2956039582,Dhalsim,Brasil,1507
jonesmatias,1758223787,JP,Brasil,1507
BLACKJUNGLE,2375892204,JP,Colombia,1507
ThiagoTK93,4275007543,Manon,Brasil,1507
Pedroso,3008457576,Manon,Brasil,1507
Campeão Goiano,4112201351,Manon,Brasil,1507
Hikari,3215463067,Chun-Li,Brasil,1507
PiuVP,2782894009,Jamie,Brasil,1507
KibeFuu,2992596760,Jamie,Brasil,1507
PirataSomaliano,1309786425,Jamie,Brasil,1507
mtsesc,2583231248,Jamie,Brasil,1507
Andsama,3932296977,E. Honda,Brasil,1507
ErenBR,3041572926,Luke,Brasil,1507
DopierMedal020,3645456083,Luke,Chile,1507
BLK | SrSandia,4210320271,Luke,Chile,1507
Tomate ^_^,1311207492,Guile,Brasil,1507
BillyJhowww,4117488660,Guile,Brasil,1507
MacGaren_X,3044544706,Marisa,Brasil,1507
Armcz,2478443482,Marisa,Brasil,1507
gfgfelix,4279629216,Juri,Brasil,1507
Excalibur,2126885329,Blanka,Brasil,1507
Spike,3728286353,Rashid,Brasil,1507
Bazzo,1165936791,Rashid,Brasil,1507
CoffinJack,3599532340,A.K.I.,Brasil,1507
Z4FABIO,2209350081,A.K.I.,Brasil,1507
edu_sensei1,3331948245,Lily,Brasil,1507
WD_GAMES,1973849717,Dee Jay,Brasil,1507
GillisWeeaboo,1455839278,Ken,Brasil,1507
IW Motomeru,1999164898,Ken,Argentina,1507
S3nd0h,1298226824,Ken,Chile,1507
Heaven and hell,2365490293,Ken,Brasil,1507
kobepkr,2814955503,Ryu,Chile,1507
ymikami,2550335045,Ryu,Brasil,1507
Praime_UBF,2395700572,Ryu,Brasil,1507
SyncopatioN,1812298322,Cammy,Brasil,1506
vitinha,1731839840,Cammy,Brasil,1506
Flamezord,1729351658,Cammy,Brasil,1506
SolidAlonso23,2217971784,Cammy,Chile,1506
GFickel,2099094195,Zangief,Brasil,1506
G01ira,2548184237,Zangief,Brasil,1506
Pujante Lutador,1798309607,Manon,Brasil,1506
soulzonik,3693077531,Manon,Brasil,1506
Negofist,3194455290,Manon,Brasil,1506
Kleber_Ninomiya,1371825546,Manon,Brasil,1506
Papa Carl,2717294521,Jamie,Brasil,1506
MBdS,2484612820,Jamie,Brasil,1506
ElKenshiro,1360808336,Jamie,Chile,1506
JapaPVH,2910591380,E. Honda,Brasil,1506
Shimizu,2448089249,E. Honda,Brasil,1506
Haise,2444412031,Luke,Chile,1506
Anew,2542162397,Luke,Brasil,1506
MarsSauM,3082828686,Guile,Brasil,1506
Redead,3297453816,Guile,Brasil,1506
KuroDFox,1348806030,Marisa,Brasil,1506
JacintoGod420,2604809135,Marisa,Chile,1506
CapistranoFGC,2904152892,Marisa,Brasil,1506
KimiB2k,2348667454,Juri,Brasil,1506
LP-FGC,3170573451,Juri,Brasil,1506
Neteru Solink,3906239582,Juri,Chile,1506
Flamma_Beast,1336262833,Blanka,Brasil,1506
Lapinhos,1249345527,Blanka,Brasil,1506
Asaelito,1658052440,Rashid,Argentina,1506
Jogo_Lixo,1858860855,Rashid,Brasil,1506
PaiMestre,1703325295,A.K.I.,Brasil,1506
zNtxMaxx,2693261140,Lily,Brasil,1506
Carli,1875226363,Ken,Argentina,1506
Guilhy,3694954684,Ken,Brasil,1506
berj,3185681263,Ken,Brasil,1506
ElMaffe,2269078024,Ken,Argentina,1506
carimbódasorte,2429513486,Ken,Brasil,1506
Kuai,3017371923,Ken,Brasil,1506
Matheusshi,4037137127,Ken,Brasil,1506
Cebola,2626474072,JP,Brasil,1505
PSYCOBAKURA,3780153558,JP,Brasil,1505
MrSantanaRJ,2658528342,Zangief,Brasil,1505
NFMS-CUMPI,3640012420,Zangief,Chile,1505
Welington_FGC,4200588622,Zangief,Brasil,1505
Fininho,2990810088,Manon,Brasil,1505
magicshot,2811553158,Manon,Brasil,1505
nakagawa_hanako,1742615365,Chun-Li,Brasil,1505
BLK | KENSHIRO,1452613306,Kimberly,Chile,1505
Drunken Bokah,1080796238,Jamie,Brasil,1505
lulasenpai,2068580159,Jamie,Brasil,1505
Nuke,3929035423,Guile,Brasil,1505
Katakamuna,4011509323,Juri,Brasil,1505
AR | Ronyman,1755097744,Juri,Chile,1505
Faia?,1660019195,Juri,Brasil,1505
Beirute,2678313114,Rashid,Brasil,1505
araCO,1230740814,Lily,Brasil,1505
BIG DADDY,1389200043,Dee Jay,Chile,1505
HappyOli,1485483368,Dee Jay,Brasil,1505
A.C.A.B,3072226142,Dee Jay,Colombia,1505
Arthur,3233907404,Ken,Brasil,1505
Marinho,3377590999,Ryu,Brasil,1505
ReddragonSXX,3125854089,Ryu,Brasil,1505
brunelas,3326819504,Ryu,Brasil,1505
brunelas,3326819504,Ryu,Brasil,1505
Demonfoxll,3128199385,Ryu,Brasil,1505
KazooRS,1178048365,Cammy,Brasil,1504
Kaiquejf,1299836354,JP,Brasil,1504
Leonardo,3857304150,JP,Brasil,1504
MAC5,1857550725,Manon,Brasil,1504
Naekkeoya,3074551639,Manon,Brasil,1504
Djudjo,1947467418,Manon,Brasil,1504
BOD_Azuma,3573169556,Chun-Li,Chile,1504
Josluba186,2031861840,E. Honda,Colombia,1504
StyleBug,2335458628,E. Honda,Brasil,1504
HappyOli,1485483368,Luke,Brasil,1504
Mestre_Kame,2972183178,Marisa,Brasil,1504
telecatch,1316269133,Marisa,Brasil,1504
NBI_Lapis,3952532155,Juri,Argentina,1504
ArturSPX,2068037417,Juri,Brasil,1504
Gratitude,2828891445,Juri,Brasil,1504
Banana Rashid,1548687695,Rashid,Brasil,1504
Brenomzy,3194102696,Dee Jay,Brasil,1504
cowfaceblackTTV,1840888070,Dee Jay,Brasil,1504
NashCervantes,3562520608,Ken,Brasil,1504
diew,1857330475,Ken,Brasil,1504
Skywalker,4257483488,Ken,Brasil,1504
Linguiço,3267791258,Ken,Brasil,1504
SolidAlonso23,2217971784,Ken,Chile,1504
TTVbreehnoribas,3857654811,Ken,Brasil,1504
Lixch,1198657126,Ryu,Chile,1504
pryM,2285696094,Ryu,Chile,1504
Fatofi,1081083094,Cammy,Brasil,1503
ThePendragonBR,1693847953,Cammy,Brasil,1503
Pichulablaster,3921644236,Cammy,Chile,1503
Nameless,1010953562,Cammy,Brasil,1503
AV.OIDME,2142771886,Dhalsim,Colombia,1503
TgkSama,2889270832,JP,Brasil,1503
Banana Rashid,1548687695,JP,Brasil,1503
Jummy,3540734440,JP,Brasil,1503
MCK-SAGA_AM,4193937777,JP,Brasil,1503
Cicco39Z@ngief,1226658576,Zangief,Brasil,1503
kodo,2145527011,Zangief,Brasil,1503
Aamota01,3033196580,Manon,Brasil,1503
MaxiSaleh,2906172928,Manon,Argentina,1503
ABHush,2681782458,Manon,Brasil,1503
Blaze,1597149890,Chun-Li,Chile,1503
Beto Bala,1409947578,Kimberly,Brasil,1503
Koruru,1441865490,Aleatorio,Brasil,1503
Tygerlied ®,2509967085,Jamie,Colombia,1503
Welington_FGC,4200588622,E. Honda,Brasil,1503
JoaoWayne,3008974458,Guile,Brasil,1503
Tata_Colores,1545773043,Guile,Chile,1503
combo666,4116289139,Guile,Argentina,1503
Banyanx,1931183406,Marisa,Brasil,1503
Tomasugame,1683156716,Marisa,Brasil,1503
wes-,2262826960,Juri,Brasil,1503
Shimada111,1949296782,Juri,Brasil,1503
MarcellusS,3392243792,A.K.I.,Brasil,1503
MouseVertical,1706250006,Lily,Chile,1503
Welington_FGC,4200588622,Lily,Brasil,1503
Welington_FGC,4200588622,Dee Jay,Brasil,1503
Dinbel,1175801491,Dee Jay,Brasil,1503
Kinaiti[Zeno],1495025207,Ken,Brasil,1503
Aurryuken,2389040101,Ryu,Brasil,1503
cowfaceblackTTV,1840888070,Cammy,Brasil,1502
nightcrawler,1437763374,Zangief,Brasil,1502
Dujardin,4191127046,Jamie,Brasil,1502
Giogio,2256172737,Luke,Argentina,1502
PaulistaHueBr,2020844122,Luke,Brasil,1502
Nealfer,1177693503,Luke,Brasil,1502
FA|flashkick_4e,2207169907,Guile,Argentina,1502
Gamemania,2848397225,Marisa,Brasil,1502
Kleber_Ninomiya,1371825546,Juri,Brasil,1502
Struggle Boy,2839932250,Rashid,Brasil,1502
Tygerlied ®,2509967085,Rashid,Colombia,1502
ZarakiFGC,2756395549,Lily,Brasil,1502
COMPLEX90 FAN♥,3825333827,Dee Jay,Perú,1502
Arcadeon,3033215330,Ken,Brasil,1502
GOUKI_Br,3716976605,Ken,Brasil,1502
Cobra,1303513404,Ken,Brasil,1502
Teo_orochi,2843915840,Ryu,Brasil,1502
Archer000,3255704971,Ryu,Perú,1502
poisonSPK,2263848885,Ryu,Brasil,1502
KOjpbass,3074499237,Dhalsim,Brasil,1501
FA|Papu,3712107674,JP,Argentina,1501
Mikey,3934418421,JP,Brasil,1501
Um tal de Coroa,3489130735,Zangief,Brasil,1501
DrStreetsPHD,1844743197,Zangief,Brasil,1501
LordRain667,3908850734,Chun-Li,Brasil,1501
AmericanOp,1379819130,Kimberly,Brasil,1501
Leitinho,4098555944,Jamie,Brasil,1501
Vig_Venom,3908180561,Guile,Brasil,1501
GF32,1714915688,Marisa,Argentina,1501
Jet Limão,4237051130,Marisa,Brasil,1501
PDR | yA,3980526279,Juri,Brasil,1501
krNage,2829176915,Juri,Brasil,1501
KDevolt,1128691803,Juri,Brasil,1501
Roberthur,2928741103,Blanka,Brasil,1501
Kerplunk,3399033146,A.K.I.,Chile,1501
Redstell,3229894875,Lily,Brasil,1501
just meija,2403541606,Dee Jay,Brasil,1501
Modi,4089723062,Dee Jay,Chile,1501
W-21,2884431667,Dee Jay,Brasil,1501
Allblackman,1246849572,Dee Jay,Brasil,1501
Algors,2889776938,Ken,Chile,1501
Monkey D. Buxa,3458861847,Ken,Brasil,1501
Farelo,3016510101,Ken,Brasil,1501
PeterDancer,1839011164,Ryu,Venezuela,1501
GAZU,3104423180,Ryu,Uruguay,1501
ErenBR,3041572926,Cammy,Brasil,1500
KaphwanFabiBR,1505575431,Cammy,Brasil,1500
josehand1,1658215019,Cammy,Brasil,1500
Tiago Champs,1831107835,Cammy,Brasil,1500
KiMLoKO,3178406568,Cammy,Brasil,1500
BLK | Chockoman,4078307314,Cammy,Chile,1500
FGSLordMiseryBA,1906457072,Cammy,Brasil,1500
Adriano_MG,1524207145,Cammy,Brasil,1500
Grey-Fox-psn,4212350157,Cammy,Argentina,1500
Kamisato Ayaya,1777299810,Cammy,Brasil,1500
nozarashiumk3,1454431829,Cammy,Argentina,1500
Koco,2819048800,Cammy,Chile,1500
FeFFoM,3755257046,Cammy,Brasil,1500
carlaaoleiteTTV,4186396972,Cammy,Brasil,1500
OldBrazillian,1296126357,Cammy,Brasil,1500
Facuc007,2055505099,Cammy,Uruguay,1500
FGM1089,1186171842,Cammy,Colombia,1500
Braga,2894636215,Cammy,Brasil,1500
Hyah,2934082615,Cammy,Brasil,1500
Shiryu,2902807444,Cammy,Brasil,1500
Furi0x,3768197961,Cammy,Chile,1500
CHRIS,3278224680,Cammy,Argentina,1500
Bushi,1497263763,Cammy,Brasil,1500
Dio_3DG,2157956134,Cammy,Uruguay,1500
Omaior88,1316723694,Cammy,Brasil,1500
5akazaki,3849517138,Cammy,Brasil,1500
Looh97,1450768072,Cammy,Surinam,1500
Lauta,1001542535,Cammy,Uruguay,1500
FelpspleF,1424850871,Cammy,Brasil,1500
MisterFu,2851721325,Cammy,Uruguay,1500
Tasty_cookie,2993664265,Cammy,Brasil,1500
Yuro,3158141893,Cammy,Brasil,1500
Ricknelson,3914459189,Cammy,Brasil,1500
