jugador,cfn_id,personaje,pais,mr
Jamexwolf,1675736108,Cammy,Colombia,1364
Raidou,2297103911,Cammy,Brasil,1364
History,2024335397,JP,Brasil,1364
Tigerblack,1606231742,JP,Brasil,1364
Kenjo,4114269414,Manon,Brasil,1364
DarkArthas,1674437154,Chun-Li,Chile,1364
El Don Ramon,3534161488,Marisa,Brasil,1364
Nemesis_K9999,2736797209,Blanka,Chile,1364
Magicbeast,3876335800,Blanka,Argentina,1364
Maxx10,4145568471,Blanka,Brasil,1364
godisbelow,3382787701,Ken,Argentina,1364
Shinji,1975247438,Dhalsim,Brasil,1363
Queima-Lento,2904087269,Dhalsim,Brasil,1363
Salsicha007,1511438811,Kimberly,Brasil,1363
Plaxcaster,1629562012,E. Honda,Brasil,1363
Müller -KOF-,1490556087,Luke,Argentina,1363
Meiko,2016498292,Juri,Argentina,1363
HelloKittyGirl,1483697833,Juri,Brasil,1363
duudvistoso,2361326743,Blanka,Brasil,1363
Gsus1801,1343489371,Ken,Paraguay,1363
bastyle,2869016969,Ryu,Chile,1363
Garoto Protocol,2277554577,Jamie,Brasil,1362
Payuka,2961933091,E. Honda,Brasil,1362
Drecox,2518892636,Guile,Chile,1362
tw.t/netinhown_,4188675807,Ken,Brasil,1362
bastyle,2869016969,Ken,Chile,1362
DilChrono,3242561357,Dhalsim,Brasil,1361
EdyMau07,2311497726,Dhalsim,Ecuador,1361
Wongzilla,2293348199,Chun-Li,Colombia,1361
KyLLeR,4104229418,Chun-Li,Chile,1361
Bucaramangaman,3389763836,Luke,Colombia,1361
D_jhamal,3365369748,Guile,Brasil,1361
SANSEI,3697648475,Juri,Brasil,1361
NyxStryke,3830875346,Juri,Chile,1361
Artorias,2592056072,Jamie,Brasil,1360
Unleash,2817804810,Luke,Brasil,1360
socão médio,3091165040,Marisa,Brasil,1360
Lukaz_Forcement,1569768170,Marisa,Brasil,1360
Cyberia,2742524756,Rashid,Brasil,1360
Fondue,3139440446,Ken,Chile,1360
gishac,3039569313,Cammy,Ecuador,1359
ponpu,3711044376,Zangief,Perú,1359
Fanini,1247073022,Chun-Li,Chile,1359
Theinquisitor39,1618136331,Guile,Perú,1359
cartezao,2083489714,Rashid,Brasil,1359
Nanduh,3432749084,Cammy,Brasil,1358
Berserkttt,1398783519,Cammy,Brasil,1358
Bonfim1981,3296590620,JP,Brasil,1358
kenshireando,3876724377,Manon,Argentina,1358
zNtxMaxx,2693261140,Manon,Brasil,1358
Evilmaster,3870475559,Luke,Perú,1358
Emidio_Gui,2224281917,Marisa,Brasil,1358
Raffinha,3048808595,Juri,Brasil,1358
Sucrose Cat,2094964997,Juri,Brasil,1358
Rhegan Daven,1989162301,Ken,Chile,1358
Akashi,2726841151,Ryu,Brasil,1358
PHEYLER,1758503207,Ryu,Colombia,1358
PapaCapim,2786074053,Ryu,Brasil,1358
Satias,1400794264,Cammy,Chile,1357
Chikops2,1528755804,Luke,Chile,1357
Choi_Sagat,3627545529,Guile,Argentina,1357
DeixaOLikePFV,2469415058,Marisa,Brasil,1357
J_KO,1339803201,Ryu,Chile,1357
Trajano,1403785916,Cammy,Brasil,1356
Jrcdz,3185590527,Cammy,Brasil,1356
Mayk yeezy,3213244155,Kimberly,Brasil,1356
PorfirioAybar,2480408153,Jamie,Perú,1356
Okok,2849651426,Guile,Brasil,1356
ReyRaFa,2375262683,Blanka,Perú,1356
LordKlahaTV,3527762261,Zangief,Argentina,1355
Vizinho,3760364340,Zangief,Brasil,1355
LeLuky,2539614431,Luke,Argentina,1355
leli_lo,1010427691,Marisa,Brasil,1355
TIAO DEMOLIDOR,2046976561,Dee Jay,Brasil,1355
stan_stan,2504825720,Ken,Ecuador,1355
placeholder,3215851707,Manon,Brasil,1354
Luzcyan,4091463338,E. Honda,Argentina,1354
L3onkill,3726533249,Guile,Ecuador,1354
LEANDROSO,1967689917,Ken,Brasil,1354
KingGeedorah,2388046627,Ken,Colombia,1354
JU-LOKAO-,3526054037,Ken,Brasil,1354
Santi,2469811661,Cammy,Argentina,1353
MARKÃOABADDONIS,1855421779,JP,Brasil,1353
Haloy,2109593216,Manon,Argentina,1353
Kinchan oshi,2373347354,Chun-Li,Argentina,1353
IM_BAD_AT_THIS,4209016866,Kimberly,Chile,1353
BoyerLeroy,4239118423,Guile,Ecuador,1353
VNZMonster,2429839987,Juri,Venezuela,1353
JG_AVELINO,1139273870,Blanka,Brasil,1353
Theplayzzz,4219982982,Ken,Brasil,1353
RKL_sd,3634653455,Ryu,Brasil,1353
UmessatsuBR1,3499284216,Ryu,Brasil,1353
Sigon,3801905991,Cammy,Brasil,1352
StunLee,1668742678,Cammy,Brasil,1352
Almir master,4249368418,JP,Brasil,1352
Beto Bala,1409947578,Jamie,Brasil,1352
Conchita Alonso,2706218233,Luke,Chile,1352
Joshelby,3441885164,Ken,Chile,1352
Shampoo-Fsa,1177128660,JP,Brasil,1351
Blackrush,2928890476,Zangief,Brasil,1351
HYLWIN,1488965472,Jamie,Brasil,1351
Berthon,3414285443,E. Honda,Brasil,1351
D_jhamal,3365369748,Guile,Brasil,1351
Canon Doyle,1083640994,Juri,Chile,1351
Tigrenoturno157,2734376779,Dee Jay,Brasil,1351
[Seba],4140883910,Ken,Chile,1351
Shougo,2203142190,Juri,Brasil,1350
Megagorgolito,2164865337,Lily,Perú,1350
TTV/rusberp,1657400651,Dee Jay,Brasil,1350
Gostwite,2181284822,Ken,Brasil,1350
Kyoto,2988966782,Ken,Brasil,1350
Fistogun,3694628716,Ryu,Chile,1350
Galego,3643806959,JP,Brasil,1349
VIS.MrDola,1717427161,Manon,Brasil,1349
Chunlista,4276214192,Chun-Li,Brasil,1349
ttv/Lifeonmarsz,1484761638,Luke,Brasil,1349
Doctor_Jayzzzz,2339925460,Blanka,Brasil,1349
Oliveira.JR,2379781705,Ken,Brasil,1349
Nsnake90,1579591791,Ryu,Brasil,1349
Mercoledgy,3696499835,Cammy,Brasil,1348
MayconRool,3652787799,Kimberly,Brasil,1348
Rodmosquito,3542088218,E. Honda,Brasil,1348
Mcclane,3219257945,Luke,Brasil,1348
ForkTrex,1030971231,Marisa,Brasil,1348
Cochopriskis69,2114630058,Juri,Chile,1348
nayfernandez,1370070069,Ryu,Perú,1348
SHIMRYU,1611634698,Ryu,Argentina,1348
_Drakkoo 05-EB,4090246018,JP,Brasil,1347
Upendi,3108755367,Kimberly,Brasil,1347
UWU-666,3316199326,Guile,Perú,1347
Daichi,4100358453,Marisa,Brasil,1347
R4GDOLL,2991580449,Ryu,Chile,1347
Kahazhad,2631931951,Cammy,Brasil,1346
Artesano,3468888496,Cammy,Argentina,1346
BaraoAkalanata,4048471590,Dhalsim,Brasil,1346
Manu3l,2420493658,Zangief,Argentina,1346
Dee_Kof,1961217874,Luke,Brasil,1346
Magrim77,1331258983,Guile,Brasil,1346
Kusanagix26,1907605761,Ken,Brasil,1346
Log.,2155640032,Ken,Venezuela,1346
seele,2654579220,Zangief,Chile,1345
Word.,2377964935,Jamie,Brasil,1345
PÁZADA,2260420532,Jamie,Brasil,1345
ILLUMINATI,3870237037,Luke,Brasil,1345
@SHIN_Tamazuki,2235752320,Blanka,Brasil,1345
Hwoaking,1432777738,Blanka,Chile,1345
Naocchi,1076519746,Cammy,Argentina,1344
Toge,4243746389,Manon,Brasil,1344
BLK | Hordak,3366190109,Jamie,Chile,1344
JpGammaray,2761832610,Guile,Brasil,1344
Minion,1675618577,Guile,Surinam,1344
Dainoth,2738432854,Juri,Chile,1344
luisitox,3514479228,Lily,Argentina,1344
Choi_Sagat,3627545529,Ryu,Argentina,1344
Matheusshi,4037137127,Rashid,Brasil,1343
DELALLO,4024457488,Cammy,Brasil,1342
Azevedo,2470918192,JP,Brasil,1342
HEROES,4228272345,Chun-Li,Argentina,1342
Luncanny,1423857979,Kimberly,Argentina,1342
¯\_(ツ)_/¯,2626691116,Guile,Brasil,1342
Luna Pururuca,4181157005,Cammy,Brasil,1341
Bambagar,3941243161,Manon,Brasil,1341
xThe Black Key,1520315552,Luke,Brasil,1341
Arthur Mask,2439488982,Luke,Brasil,1341
---LCRF---,2303559498,Guile,Brasil,1341
Cross,3662306835,Marisa,Brasil,1341
nadilsonsantana,1223097843,Juri,Brasil,1341
WUS Roll,4192674727,Rashid,Argentina,1341
K1ZD3,1503604946,Lily,Perú,1341
Xanreed,2296874069,Ryu,Perú,1341
swimming,1171912269,Ryu,Perú,1341
Ojuara,1070805005,Zangief,Brasil,1340
ZangiefHayabusa,2839269109,Zangief,Brasil,1340
KAMIKAZEPC,1261525716,Zangief,Brasil,1340
HeWays,4031815136,Marisa,Brasil,1340
Choco Bibi,3663827233,Juri,Chile,1340
Biomachine,2361906426,Rashid,Brasil,1340
ODAKECHI,3533738615,A.K.I.,Brasil,1340
El Arma Secreta,2454301968,Dee Jay,Perú,1340
AmericanOp,1379819130,Ryu,Brasil,1340
ARedfield,1059427906,Manon,Colombia,1339
WICHAR,2118114555,Manon,Chile,1339
akaMarcus,2117865674,Ryu,Brasil,1339
Amenaza,3453428209,Cammy,Chile,1338
Fozz,1136450878,JP,Bolivia,1338
FilhodoZekunhao,4197530426,Ryu,Brasil,1338
LEPRA,4052752663,JP,Brasil,1337
Renn,3806476745,Juri,Brasil,1337
iiuuia-chan,3501297353,Rashid,Paraguay,1337
Zorzal Mecánico,1126704324,Ryu,Chile,1337
Kage,1796274605,Cammy,Argentina,1336
FrenziedFrog,1930390421,Manon,Argentina,1336
WG | Ñ,2111808093,Chun-Li,Chile,1336
KDraxxo21,1603399741,Chun-Li,Colombia,1336
LuLooS,2104832692,Kimberly,Brasil,1336
niqotery,3263725370,Jamie,Argentina,1336
Zmax,3334525230,Luke,Brasil,1336
1Berto-AP,1809771147,Juri,Brasil,1336
MalboroSolto,4071361242,Dee Jay,Brasil,1336
Wintersaga,1508245463,Zangief,Argentina,1335
SDX Bigote,1538550912,Kimberly,Chile,1335
Juliano-Rocha,2283616493,Luke,Brasil,1335
MoksiTjauwmin,1423617340,Blanka,Surinam,1335
WaifuViolenta,1209571747,Cammy,Argentina,1334
Darmanac,2902152186,JP,Brasil,1334
BrunoLazzarini,4002422912,Chun-Li,Brasil,1334
Mr.cooff,3511592193,Guile,Brasil,1334
CrisCyborg,3190979426,Marisa,Brasil,1334
GAESMA,1252877511,Marisa,Argentina,1334
Tipiani84,3643197860,Ryu,Perú,1334
Nokka,4191794460,JP,Argentina,1333
CrisCyborg,3190979426,Zangief,Brasil,1333
K1ZD3,1503604946,Manon,Perú,1333
MarvelKof,3349500395,Manon,Argentina,1333
Nero199,2211466585,Marisa,Brasil,1333
Super Oküman,3486230967,Lily,Brasil,1333
Lukenncio,1132977146,Ken,Chile,1333
GIVAVAN,3991137029,Dhalsim,Brasil,1332
Kaio17,3762293322,Marisa,Brasil,1332
DanDan,3390601258,Rashid,Brasil,1332
ダッシュ勝平,1129551596,Dee Jay,Brasil,1332
ODAKECHI,3533738615,Ken,Brasil,1332
Xandão D Moraes,2465063545,Ken,Brasil,1332
K1LL3RJ4CK3R,4025810318,Guile,Colombia,1331
Brisola,2753571125,Dee Jay,Brasil,1331
Smokk,3290875481,Cammy,Chile,1330
UY_Scuti,2372853946,Dhalsim,Brasil,1330
DanZoto,2678337236,JP,Brasil,1330
MEGA_JONNY,3368528148,Chun-Li,Brasil,1330
LeoCBA,4154879900,Jamie,Brasil,1330
Deadmano,4107500474,Blanka,Colombia,1330
NXG_Voltran,3335544623,Dee Jay,Brasil,1330
octifeen,2670515604,Cammy,Brasil,1329
Mikelvifait,2982610038,JP,Brasil,1329
BlueForever,1991116847,Chun-Li,Perú,1329
Bizzotto,2525168862,Guile,Brasil,1329
Patrickzio,2782678426,Juri,Chile,1329
Malibu,4176326327,Dee Jay,Brasil,1329
BrenoSarkis,3277745826,Ryu,Brasil,1329
Joowziin,2619788181,Ryu,Brasil,1329
CH| Benilove,4000284239,Manon,Argentina,1328
Alexandre_Zx,4076488984,Kimberly,Brasil,1328
CapitanMDLuffy,2555043147,Rashid,Argentina,1328
Wslayerbr,3149949608,Luke,Brasil,1327
athosxdd,1936066403,Luke,Brasil,1327
ImAluc,3968673580,Luke,Brasil,1327
Ikudorrine,1810988959,Marisa,Brasil,1327
GilbertoCjbr,2547262087,Ken,Brasil,1327
MJTomé,4090990321,Ryu,Brasil,1327
Lokuss,3399702309,Ryu,Brasil,1327
iori x,1888047448,JP,Chile,1326
Matertorneo,2445944933,Manon,Ecuador,1326
Mr.Juca,4081914314,E. Honda,Brasil,1326
sakuraplayer,3807849451,Juri,Brasil,1326
Canha,1684976469,Ken,Brasil,1326
BOD_Ronnin,1287961559,Ken,Chile,1326
Black,3983434198,Ryu,Brasil,1326
Roddmasoquie,2978433751,Ryu,Chile,1326
MaycKiller,1861018818,Ryu,Brasil,1326
Diego84br,1743555792,Luke,Brasil,1325
Ledoc,1839058503,Ken,Chile,1325
UltraPity,1930155240,Ryu,Chile,1325
Kaizo,3089818472,Cammy,Chile,1324
QueresJugar,4118657408,E. Honda,Argentina,1324
Farofeirokof,1779522307,Juri,Brasil,1324
Evil_Sagat,1220041128,Rashid,Brasil,1324
Rluizsantos,4036097164,Ken,Brasil,1324
PaulistaHueBr,2020844122,Cammy,Brasil,1323
Trucoteca,2602593757,Cammy,Argentina,1323
IW|Milanga,3753609708,Manon,Argentina,1323
Rada,2693094197,Kimberly,Brasil,1323
CLEMILSON,3321690348,Guile,Brasil,1323
emanoel0501,3939621696,Guile,Brasil,1323
ayame0,2401378325,Juri,Brasil,1323
SfxMkx,1347084460,Blanka,Brasil,1323
pelaobrazzers,4156440242,Dee Jay,Chile,1323
Nika,1616681151,Ken,Chile,1323
Pode Ganha Noob,1913421359,Zangief,Brasil,1322
Lucas31,3706538518,Zangief,Brasil,1322
Rakesh,1112705977,Juri,Brasil,1322
Script-,3557628228,Marisa,Brasil,1321
DHcunha,3995967932,Marisa,Brasil,1321
Sonim,2916127039,Juri,Brasil,1321
STA TATTOO,1274717636,Blanka,Brasil,1321
Edge Of Hope,4042685806,Rashid,Brasil,1321
EVA_01,1716068085,Lily,Perú,1321
Decoy,2405577995,Dee Jay,Argentina,1321
Izkariote,2361485313,JP,Colombia,1320
KingRondeforr,2922832235,Zangief,Chile,1320
_AKIRA_,3685851697,Manon,Brasil,1320
Izanagy,1473921058,Ken,Argentina,1320
Choradormi,3199973033,Ryu,Brasil,1320
FenrirARK,3926293630,Luke,Chile,1319
くるてた,2078687190,Luke,Argentina,1319
andruxxx,3377752901,Luke,Uruguay,1319
Payuka,2961933091,Rashid,Brasil,1319
Moleric,1614140062,Dee Jay,Brasil,1319
Morgssz,4220554795,Dee Jay,Chile,1319
Albert-Wesker,2194228047,JP,Brasil,1318
DonDonFOX,1781498043,Chun-Li,Brasil,1318
UY_Scuti,2372853946,E. Honda,Brasil,1318
Tsuna2221,1058637423,Juri,Brasil,1318
REDJohnny,3759155939,Dee Jay,Brasil,1318
china aqn,1656339819,Ken,Brasil,1318
GiovanniSassá,2883291940,Ken,Brasil,1318
Px_Demon_S,3670738154,JP,Colombia,1317
Vash,1896852262,Luke,Chile,1317
killerbeef,3633015978,Ryu,Brasil,1317
MrSkull4SF,1127189157,Manon,Perú,1316
REGI_SILVA,1912634328,Ken,Brasil,1316
BLK | Shino,1280466895,Ryu,Chile,1316
Rugleh,1669772238,Ryu,Chile,1316
N3CUZ1,1763517946,Blanka,Argentina,1315
Nornal Jacional,3500592300,Zangief,Brasil,1314
Nathan,3939041478,Kimberly,Brasil,1314
Bissolo,2981515685,Lily,Brasil,1314
SpaceCowboy,2924469155,Ken,Chile,1314
Theguuhsta,2263874664,Ken,Brasil,1314
Damsegato,3149396432,Cammy,Brasil,1313
EDK203,2447933529,Cammy,Brasil,1313
Kmrpaladino,3057262599,Jamie,Brasil,1313
mharkinhoz,1761239550,Luke,Brasil,1313
ZOE_GUILE,3214095027,Guile,Brasil,1313
Tobe,1676255453,Marisa,Perú,1313
Lufferanha,1930175502,Juri,Brasil,1313
CARLOS_KOFFF,4207823646,Blanka,Ecuador,1313
FGDR Metyner,3189746238,Dee Jay,Brasil,1313
MDT Bruno-PDM,3606351057,Manon,Brasil,1312
Koyuki,2200060402,Jamie,Brasil,1312
Marcelo Borsato,3126630221,E. Honda,Brasil,1312
Eche,3282535552,Lily,Argentina,1312
Not DN Ve$,1226783225,Dee Jay,Surinam,1312
Violent,1346422128,Ken,Brasil,1312
Wesley,1522693117,Ken,Brasil,1312
Pele69seukuka,3041696964,Dee Jay,Brasil,1311
kaedu,2123610811,Ryu,Brasil,1311
TCHERRORISTA,3577532797,Manon,Brasil,1310
KingGeedorah,2388046627,Kimberly,Colombia,1310
kobepkr,2814955503,Luke,Chile,1310
Lazo,1431497543,Ken,Brasil,1310
D-Volflame,2047038516,Ryu,Brasil,1310
mr_didee,3498846408,Cammy,Brasil,1309
-Haggar,3280173815,Zangief,Brasil,1309
Paternostro,3572686420,Zangief,Brasil,1309
NandoEvil,2480040762,Zangief,Brasil,1309
Luzcyan,4091463338,Manon,Argentina,1309
ElPanchOink,2110358806,Luke,Chile,1309
Klotis,3840673249,Marisa,Brasil,1309
Jobel,1208051847,Dee Jay,Surinam,1309
Ruka Te Amo,1258715571,Ken,Brasil,1309
Mestre_Kame,2972183178,Cammy,Brasil,1308
Fabioluiztx,3188815268,Dhalsim,Brasil,1308
SephLugmac,3962817016,Juri,Brasil,1308
BananaMan,2959982228,Ken,Brasil,1308
Violent,1346422128,Manon,Brasil,1307
andruxxx,3377752901,Manon,Uruguay,1307
LilBigBen,1091846518,Chun-Li,Ecuador,1307
WesleyLive360,3791850604,Zangief,Brasil,1306
Leonlevel,2394368021,Manon,Brasil,1306
DanteAkito,1015425749,E. Honda,Colombia,1306
Little Smell,1970936194,Rashid,Brasil,1306
Igor d. Castro,2303866274,Dee Jay,Brasil,1306
AnderCelestinoo,2030167830,Ken,Brasil,1306
dRii,4136237743,Ryu,Argentina,1306
Evolutions,2120857854,Kimberly,Ecuador,1305
奇怪な利き手,3295270213,Marisa,Argentina,1305
Kaizo,3587630382,Juri,Brasil,1305
NFMS CHACAL,3574023963,JP,Chile,1303
Rols84,2635892471,Ken,Argentina,1303
Carloshwoarang,3845867523,Ryu,Brasil,1303
PIPERETRO,2333294489,Zangief,Chile,1302
GoldExp45,2080364160,Zangief,Chile,1302
ipCoelho,3057834863,Luke,Brasil,1302
Roxas,3651537371,Luke,Uruguay,1302
kbbn,2302832887,Juri,Argentina,1302
Teo_orochi,2843915840,Dee Jay,Brasil,1302
Seeleschneider,2047394204,JP,Brasil,1301
King Aizen,1802570952,E. Honda,Brasil,1301
NEUN,1501694079,Guile,Ecuador,1301
Rogerildo,1736490846,Guile,Brasil,1301
FLAVIO.RYU,3907755029,Ryu,Brasil,1301
Rig=Veda,2688976110,JP,Brasil,1300
DeepBlueSky,1542453251,JP,Brasil,1300
AluGG,1847918774,Zangief,Chile,1300
MARCORINGA-,2453542729,Blanka,Brasil,1300
Saniko,1123335129,Rashid,Colombia,1299
Mikelvifait,2982610038,Dee Jay,Brasil,1299
YT/Malakabadoz,2728808235,Ken,Brasil,1299
SYamato,2609353680,Cammy,Argentina,1298
VfightV,1488521919,Zangief,Chile,1297
NaturalBonrKill,3831660379,Manon,Brasil,1297
Sullivan,3366600891,Luke,Chile,1297
RafaRyota,1566968665,Ken,Brasil,1297
Fantompain,1334201677,Ken,Brasil,1297
RafaelBrigatto,1511236451,Ryu,Brasil,1297
RmTavares,1837701430,JP,Brasil,1296
GUERRON19,1070541260,E. Honda,Ecuador,1296
Heuri,2136484783,Luke,Brasil,1296
Spectrus,1388446435,Juri,Argentina,1296
Biohazard_cl,1317088293,Dee Jay,Chile,1296
Blackjugger,4174272552,Ryu,Brasil,1296
BushidoX,1109828400,Kimberly,Brasil,1295
Golden Eder,2489635845,Ryu,Ecuador,1295
ToN!nh0,2904485152,Dhalsim,Brasil,1294
Px-Anaxymandro,1972169243,Guile,Colombia,1294
xXGOUKRIXx,1638411370,Ken,Brasil,1294
RafaelSaid,4205832201,Ken,Brasil,1294
Tica,2823799510,JP,Brasil,1293
SujiroKiFuja,1114736140,Zangief,Brasil,1293
Evilmaster,3870475559,Ryu,Perú,1293
SrMellAs,1518142472,Zangief,Chile,1292
jmmadruga,3435189368,Blanka,Brasil,1292
MANOLOKOF,2392430261,Dhalsim,Brasil,1291
ViniFlores,3056469972,Luke,Brasil,1291
Missiom complet,2491527387,Guile,Brasil,1291
5ds.,2896246839,Ken,Brasil,1291
Setodd,3300139299,Guile,Guyana,1290
Lavender,2279143634,Rashid,Uruguay,1290
Helverus,2828249345,Dee Jay,Brasil,1290
Z4em0n,1923410651,Ryu,Paraguay,1290
Rockatansky,1864990131,Jamie,Brasil,1289
tw/MrguilhermeX,2875972510,Ken,Brasil,1289
Diez,1798548648,Cammy,Argentina,1288
ULTRA HARD,1248733046,Zangief,Brasil,1288
Velho Rancor,3630803103,Kimberly,Brasil,1288
PAPA_DM,2596864819,Luke,Brasil,1288
Hyperedy,2341716129,Cammy,Brasil,1287
G-Mantle,2778919396,JP,Brasil,1287
MathZX,2836761621,Luke,Brasil,1287
FP_WeedMaker,1144871453,Blanka,Chile,1287
kadhajy,2111498339,Ken,Brasil,1287
Agamenon,3294921269,Manon,Brasil,1286
OMEGA-SAGA,3037981647,Jamie,Brasil,1286
Beerus,2636449694,Luke,Brasil,1286
Diascba!!,2005968817,Guile,Brasil,1286
Piponso,2002910962,Luke,Chile,1285
TTv/BrRespawn,1997396305,Ken,Brasil,1285
Nauj,3739610766,Ken,Brasil,1285
Teuku,3001558056,Ken,Brasil,1285
Guifolico,3440547524,Ryu,Brasil,1285
SonexJG,1573446451,Chun-Li,Brasil,1284
Wilken,3742723786,Luke,Brasil,1284
initialdrive,1405829476,Guile,Perú,1284
FabricioFGC,3682361135,Ryu,Brasil,1284
Okami,1030353630,Cammy,Brasil,1283
G9 | Pinheiro,1240131055,Marisa,Chile,1283
HeartStrike,4153688150,Juri,Brasil,1283
HyperAces,3352302024,Ken,Brasil,1283
Fremmy1,1483217206,Cammy,Chile,1282
FelipeMR920,2075944223,Chun-Li,Brasil,1281
236K[Darkslay],2979251221,Ken,Colombia,1281
Kysas,2835068293,Ken,Brasil,1281
LuigiDrett,2147658085,JP,Brasil,1280
DingoDingo,3959197598,Manon,Chile,1280
Chariot,2284154714,Chun-Li,Chile,1280
Marcelo.PE.LiMA,2078912264,Cammy,Brasil,1279
NadaOne,2725740601,JP,Chile,1279
Savage,2183273734,JP,Brasil,1279
Hyperballad,3061867604,E. Honda,Venezuela,1279
Ikki_fenix,4279430662,Guile,Brasil,1279
Hiei_Kusanagi,1637992017,Marisa,Brasil,1279
Nelsonrm7,1867023165,Marisa,Chile,1279
DarthRnd,3155152353,Juri,Brasil,1279
Klinger,2028921224,Dee Jay,Brasil,1279
Neskorama,2069577061,Ken,Perú,1279
Raimann,4135443625,Cammy,Brasil,1278
Mock,3250200368,Zangief,Brasil,1278
tonholokoBR,4164035720,E. Honda,Brasil,1278
Bruninho,3222943019,Ryu,Brasil,1278
Bastint0,4037811338,Cammy,Chile,1277
Noogard,2368211238,Marisa,Brasil,1277
DarkzDLz,2450652700,Dee Jay,Brasil,1277
Mayke,1743349664,Ken,Brasil,1277
Praisethesun,4242515690,Ryu,Brasil,1277
Benyelton,2819860711,Manon,Brasil,1276
Marcilon-ex,3085153372,Luke,Brasil,1276
kone,2830380064,Luke,Ecuador,1275
Guilligan,3775897795,Juri,Argentina,1275
GaelFighter,2624656909,Ken,Brasil,1275
i-chan203,2031363573,Ken,Brasil,1275
Mauricio Bativa,3420939390,Ryu,Brasil,1275
OverJose,3984604216,Jamie,Venezuela,1274
EVA_01,1716068085,Jamie,Perú,1274
Zacrilegio,1613677376,Luke,Argentina,1274
LAGMAN,1936424071,Ryu,Colombia,1274
Kabrunco,2107708159,Kimberly,Brasil,1273
Ricknelson,3914459189,Jamie,Brasil,1273
Chiefmaster BR,2974521511,Ken,Brasil,1273
Farofinha,4279941004,Ken,Brasil,1273
Justplay,1306554267,Marisa,Chile,1272
MatheusBelmont,2935649634,Juri,Brasil,1272
Deejay_Voltran,2465232149,Dee Jay,Brasil,1271
emersonxkof,1913143675,Ken,Chile,1271
Rockdrick777,2106089109,Ryu,Chile,1270
GustavoHFMO,1520466223,Cammy,Brasil,1269
Ledistein,3042203904,Cammy,Brasil,1269
Maizena,1771121370,Juri,Brasil,1269
Diego84br,1743555792,Ken,Brasil,1269
Magico,2199755953,Ken,Chile,1269
Sergio mestre,1844703933,Ken,Brasil,1268
Kunlight,4030602288,Ken,Brasil,1267
-HBN,1254008324,Ken,Brasil,1267
RoboHobo1111,1461388867,JP,Chile,1265
UzumakiLuciano,2801937576,Marisa,Brasil,1265
VS EvanAv,2608750329,Juri,Colombia,1265
Fox.Psicomantis,2361071188,Marisa,Brasil,1264
LucaSouza,2666723225,Ryu,Brasil,1264
Onnimortal,3564942486,Jamie,Brasil,1263
Fomes,3085020441,Blanka,Brasil,1263
andmv01,2672295452,Ken,Perú,1263
Tobi,3374011598,Ryu,Brasil,1263
珍珍刃牙刃牙,2153087631,Luke,Brasil,1262
DeixaOLikePFV,2469415058,Juri,Brasil,1262
TigreBrancoDF,4193491321,Ryu,Brasil,1262
ChangeDragonBR,2904115898,Ken,Brasil,1261
Justplay,1306554267,Cammy,Chile,1260
psychopanic,1667825946,Manon,Brasil,1260
Tiozão,1794593493,Ryu,Brasil,1260
Vowels,1580157095,Marisa,Brasil,1259
Abacaxi,2918831651,Kimberly,Colombia,1257
B4nd1d0_89,2734737853,Marisa,Brasil,1257
JulianoJhema,2243635035,Dhalsim,Brasil,1256
RataoMecMec,3227960626,Manon,Brasil,1256
roberx77,3187109906,Luke,Argentina,1255
DANCCA,1987272128,Luke,Brasil,1255
Neat_Apollo,2247066419,Rashid,Brasil,1254
Rogers,2586874178,Cammy,Brasil,1253
NegoPlanadorTTv,2672596190,Ken,Brasil,1253
sbkFGC,2313611809,Ken,Brasil,1253
Cicero2kio,1372174318,Dee Jay,Brasil,1252
Mr.Evil,1846813534,JP,Chile,1251
CelsoJaspion,3960425468,Zangief,Brasil,1251
Babayaga_Pvh-Ro,4043264725,Guile,Brasil,1251
Kuroro/sfce,2347427030,Ken,Chile,1251
HEROES,4228272345,Cammy,Argentina,1250
Refree JR,3709313348,Guile,Colombia,1250
Goretthy,2735514673,Lily,Brasil,1248
Bruce-Gamer,1216692688,Ryu,Brasil,1248
ayame0,2401378325,Cammy,Brasil,1246
Samoyed,3225276159,Zangief,Argentina,1246
Stalfo,2315015700,Jamie,Chile,1245
Abacaxi,2918831651,Dee Jay,Colombia,1244
DSL_Null(0),3840372645,Marisa,Chile,1242
jimsagitario28,3380859813,Guile,Perú,1241
EBG_DarkSaiyan,2960399788,Juri,Brasil,1241
Finecade,1163780505,E. Honda,Paraguay,1240
Kiotaryo,1558632316,Cammy,Brasil,1239
Zant,2835699352,Ken,Brasil,1239
Ski ouro,3724513011,Manon,Brasil,1238
Snowcray,4081610097,Ken,Brasil,1238
FeRosseto,3248491074,Ken,Brasil,1238
MatheusI,2679595340,Manon,Brasil,1236
metti,2460566198,Dee Jay,Argentina,1235
美しい魔闘家鈴木,4244875540,Dee Jay,Argentina,1235
shinchire,2808325694,Ken,Brasil,1235
karlanFGC,3920361439,Cammy,Brasil,1234
Nevah,2245600412,Ryu,Brasil,1233
bushinOrBust,2723292253,Kimberly,Brasil,1232
Huagtay,3458958862,Lily,Ecuador,1231
MarverickHunter,1722963130,Manon,Brasil,1230
kick.comHorisOS,2074136524,Jamie,Brasil,1229
Budega Fighter,2170502436,Dee Jay,Brasil,1226
Vagabundo,1008428092,Juri,Argentina,1223
