rank,player,clase
1720,metalofgod#1237,barbarian
1721,ActionAdams#1843,barbarian
1722,Jesse#1890,barbarian
1723,Amebix#1540,barbarian
1724,Guru#1242,barbarian
1725,Sorcier#21433,barbarian
1726,Doven#1890,barbarian
1727,Rovalles#1520,barbarian
1728,Elitepopo#1410,barbarian
1729,Inebriated#1727,barbarian
1730,unoplank#1764,barbarian
1731,Rigga#1885,barbarian
1732,markers#1240,barbarian
1733,Oneshot#1866,barbarian
1734,Rogue#1658,barbarian
1735,nodrakehere#1513,barbarian
1736,Skotono#1558,barbarian
1737,Bart#1847,barbarian
1738,Christian15s#1225,barbarian
1739,tyler#1975,barbarian
1740,DIETMTNDEW#1938,barbarian
1741,ADeliver#1287,barbarian
1742,Ornias#1696,barbarian
1743,NastyMilk#1601,barbarian
1744,SamuelHammer#1554,barbarian
1745,Z3SH1N#1619,barbarian
1746,Alvar019#1955,barbarian
1747,Coronicus#1227,barbarian
1748,Shmoopi#1929,barbarian
1749,ryoukojp#1259,barbarian
1750,Deathdealer#1992,barbarian
1751,Serge#11150,barbarian
1752,Smok3dfish#1798,barbarian
1753,jdiGGz#11784,barbarian
1754,basarra#1770,barbarian
1755,Tau#1186,barbarian
1756,AngryGamer#1124,barbarian
1757,Omega#11802,barbarian
1758,Daylyt#1790,barbarian
1759,Jonan#3413,barbarian
1760,D2mark#1938,barbarian
1761,Scruffy#1586,barbarian
1762,ROOKARIKE#1169,barbarian
1763,nortigid#1838,barbarian
1764,Bender#1845,barbarian
1765,LPLP#2510,barbarian
1766,Traun#1923,barbarian
1767,kobrawski#1652,barbarian
1768,Kode#1575,barbarian
1769,Peenrbutt#1965,barbarian
1770,Ashendol#11361,barbarian
1771,Zestra#1936,barbarian
1772,TagBagger#1591,barbarian
1773,CYB3R#11194,barbarian
1774,GrumpyBears#1788,barbarian
1775,Otamega#11177,barbarian
1776,Rakanishu#11796,barbarian
1777,Catchinhands#1565,barbarian
1778,GilmourFloyd#1367,barbarian
1779,BMPK#11392,barbarian
1780,Br3eZ3r#2662,barbarian
1781,Suganaa#1709,barbarian
1782,Ardilla#1502,barbarian
1783,Metal#11627,barbarian
1784,dizzydd#1693,barbarian
1785,IronMog#11751,barbarian
1786,SuperMage#113155,barbarian
1787,LeftOver#1140,barbarian
1788,Malfeus#1935,barbarian
1789,Zakata#1173,barbarian
1790,Baruka#1891,barbarian
1791,Sickboy#1322,barbarian
1792,SHREDDER#1661,barbarian
1793,Khyr#11694,barbarian
1794,Syn#1546,barbarian
1795,Dapoon#1673,barbarian
1796,kingbeaver#1841,barbarian
1797,StrackChars#1309,barbarian
1798,Papabear#1181,barbarian
1799,FourInches#1353,barbarian
1800,Bladex7#1194,barbarian
1801,McCormick#1259,barbarian
1802,Geed#1394,barbarian
1803,Ssparhawk#1370,barbarian
1804,Sheva#1973,barbarian
1805,Blanco#1983,barbarian
1806,Gman#12191,barbarian
1807,SirFluffy#11620,barbarian
1808,Karnage#1371,barbarian
1809,TITAN#12987,barbarian
1810,FDR#1124,barbarian
1811,Tungee#11384,barbarian
1812,Octavis#1441,barbarian
1813,Seabass#1362,barbarian
1814,Dante#11131,barbarian
1815,Destro#1385,barbarian
1816,emmcali#1871,barbarian
1817,Vincibleman#1480,barbarian
1818,Mahana#1994,barbarian
1819,Contragor#1152,barbarian
1820,xPervySag3x#1531,barbarian
1821,Fraxen#2767,barbarian
1822,Blitz4185#1364,barbarian
1823,Quincy#1559,barbarian
1824,Air#3983,barbarian
1825,Blackworld#1102,barbarian
1826,foresen#4845,barbarian
1827,Ajesnei#1298,barbarian
1828,Ferbo#11555,barbarian
1829,Theory#1661,barbarian
1830,Kyrian#1875,barbarian
1831,Duckcrossing#1783,barbarian
1832,Tinman#1690,barbarian
1833,Alurii#1865,barbarian
1834,DieBlue#1591,barbarian
1835,Bungler#1134,barbarian
1836,TobeCorrin#1838,barbarian
1837,KevinKool#1225,barbarian
1838,Wanhope#1918,barbarian
1839,Demosthenes#1825,barbarian
1840,Protoss#11558,barbarian
1841,Sup3rcookie#1541,barbarian
1842,Michael#12429,barbarian
1843,Daisho#1882,barbarian
1844,M1sgu1ded1#1112,barbarian
1845,Bagufudooo#1256,barbarian
1846,Proper#1367,barbarian
1847,hades#11641,barbarian
1848,JDib#1526,barbarian
1849,Tenso#1592,barbarian
1850,DocYoshi#1861,barbarian
1851,Brobben#1767,barbarian
1852,Lungs#1800,barbarian
1853,MrWonderful#1159,barbarian
1854,D3fi1ed#1459,barbarian
1855,Jurkules#11436,barbarian
1856,Alekhl#2426,barbarian
1857,GUMITO#1223,barbarian
1858,Smushburger#1463,barbarian
1859,VICIOUZ#11327,barbarian
1860,Jotso#1554,barbarian
1861,Gtfome#1710,barbarian
1862,Krackles#1930,barbarian
1863,Jaq#1975,barbarian
1864,Zupan#1146,barbarian
1865,Sebs#1890,barbarian
1866,BoBoiKa#1916,barbarian
1867,BONGA#11164,barbarian
1868,xddbiel#1142,barbarian
1869,Hurricane#1562,barbarian
1870,Moogle#1536,barbarian
1871,Flanked#11351,barbarian
1872,Scarface#1632,barbarian
1873,Hulk#1690,barbarian
1874,HellzAzn#1488,barbarian
1875,Steelstep#1935,barbarian
1876,VanceHawke#1233,barbarian
1877,Xk99#1164,barbarian
1878,Fizecs#1420,barbarian
1879,Beermonster#1710,barbarian
1880,Shawn#1846,barbarian
1881,Cughin#1704,barbarian
1882,SwankyPants#111971,barbarian
1883,Arcstar#1212,barbarian
1884,xXCarlacKXx#1794,barbarian
1885,Pocariphilia#1777,barbarian
1886,karon#1371,barbarian
1887,Garmetzon#1499,barbarian
1888,ShooterReady#11157,barbarian
1889,Taiinted#1598,barbarian
1890,koz#1716,barbarian
1891,Mar#1552,barbarian
1892,Graffy#1337,barbarian
1893,broodthorne#1369,barbarian
1894,Sydrian#1369,barbarian
1895,XpeterBox#1398,barbarian
1896,BigDrizz#2360,barbarian
1897,SSJGODSSJ99#1445,barbarian
1898,Birdman#1339,barbarian
1899,Allarius#1173,barbarian
1900,Indelacius#1162,barbarian
1901,HonDriX#1528,barbarian
1902,Zinfander#1954,barbarian
1903,Kaytown#11586,barbarian
1904,Waino#1649,barbarian
1905,YouDie1st#1126,barbarian
1906,MErcyME#1736,barbarian
1907,Bajingo#1524,barbarian
1908,M4rLb0r0#1991,barbarian
1909,stephenavro#1794,barbarian
1910,Drakebreath#1436,barbarian
1911,TopShots#2542,barbarian
1912,Pomeroy#1485,barbarian
1913,Manasiege#1951,barbarian
1914,OmareZ#6671,barbarian
1915,RustyRussell#1854,barbarian
1916,Cryptic#1308,barbarian
1917,Sinieni#1378,barbarian
1918,PandaEater#1929,barbarian
1919,Billski#1287,barbarian
1920,fernando#1136,barbarian
1921,JellyDonuts#1284,barbarian
1922,iamrawr#1915,barbarian
1923,Swim#1945,barbarian
1924,eddie#1508,barbarian
1925,BodyThetan#1157,barbarian
1926,Patatedouce5#1168,barbarian
1927,HELLFIRE#1720,barbarian
1928,Stevensmalls#1520,barbarian
1929,LiangA#3981,barbarian
1930,Vectivis#1170,barbarian
1931,keith007#6669,barbarian
1932,PATVEDA#1436,barbarian
1933,Pest#1716,barbarian
1934,Ghosthands#1392,barbarian
1935,FrankieFresh#11850,barbarian
1936,FiliPeanuT#1940,barbarian
1937,Mday#1303,barbarian
1938,Raynoceros#11319,barbarian
1939,Zweiterteil#1922,barbarian
1940,arruda666#1658,barbarian
1941,Samael#1691,barbarian
1942,Craig51#1817,barbarian
1943,lllllllIllll#1603,barbarian
1944,JeffUmm#1511,barbarian
1945,Ezrakni#1983,barbarian
1946,BkBroiler#11112,barbarian
1947,Lag#1102,barbarian
1948,Taleon#11322,barbarian
1949,Grubface#1701,barbarian
1950,Strifer#11967,barbarian
1951,Gatts#1570,barbarian
1952,Larry#1695,barbarian
1953,SayRay#1603,barbarian
1954,SleepyPatron#1712,barbarian
1955,Rokumaru#1926,barbarian
1956,HiddenDagger#1647,barbarian
1957,xhalopkx#1827,barbarian
1958,L1mE#1221,barbarian
1959,taihong#1884,barbarian
1960,Xclusive#1284,barbarian
1961,Metzy#11479,barbarian
1962,BasedKami9#1477,barbarian
1963,Savago#1178,barbarian
1964,RNGESUS#1762,barbarian
1965,CheezeHelmet#1568,barbarian
1966,Glendral#1255,barbarian
1967,Split#1117,barbarian
1968,Element#1555,barbarian
1969,RénéJones#1924,barbarian
1970,potato#13359,barbarian
1971,Pishin#1998,barbarian
1972,GolDenSense#1433,barbarian
1973,dub#11232,barbarian
1974,Ganak#1648,barbarian
1975,Skates#1598,barbarian
1976,Melona#1545,barbarian
1977,ALostSock#1762,barbarian
1978,Cuddlepie#1162,barbarian
1979,DyingBreath#1402,barbarian
1980,Jibberwock#1936,barbarian
1981,Daywalker#1301,barbarian
1982,Fluttershy#1742,barbarian
1983,Ultimate#12513,barbarian
1984,Shogunmj#1909,barbarian
1985,Sasuke#1740,barbarian
1986,silent3246#1517,barbarian
1987,WASDer#6415,barbarian
1988,Crawmerax#1676,barbarian
1989,fjordan#11542,barbarian
1990,akaCHARLIE#1351,barbarian
1991,Leokool#1797,barbarian
1992,cybermoo#1128,barbarian
1993,ramz#1281,barbarian
1994,SilentNOX#1522,barbarian
1995,Cowboy#1808,barbarian
1996,MrBlargh#1225,barbarian
1997,Docthejacka#1962,barbarian
1998,Kieferzilla#1657,barbarian
1999,Xcentric#1197,barbarian
2000,EvGenY#1406,barbarian
2001,Randy#1252,barbarian
